,run_id,n_neighbors,n_components,min_cluster_size,min_samples,metric,cluster_selection_method,label_count,cost
92,92,10,8,10,1,rogerstanimoto,eom,3,0.3191924354715052
1131,1131,10,8,15,1,sokalsneath,eom,3,0.3191924354715052
351,351,10,8,15,1,rogerstanimoto,leaf,3,0.3191924354715052
676,676,10,8,15,1,sokalsneath,eom,3,0.3191924354715052
25,25,10,8,15,1,rogerstanimoto,eom,3,0.3191924354715052
1346,1346,10,8,8,1,sokalsneath,leaf,3,0.3191924354715052
1264,1264,10,8,8,1,sokalsneath,eom,3,0.3191924354715052
248,248,10,8,15,1,sokalsneath,leaf,3,0.3191924354715052
8,8,10,8,8,1,sokalsneath,leaf,3,0.3191924354715052
470,470,10,8,8,1,rogerstanimoto,leaf,3,0.3191924354715052
44,44,10,8,8,1,manhattan,eom,140,0.3191924354715052
697,697,10,8,8,1,sokalsneath,eom,3,0.3191924354715052
833,833,10,8,15,1,rogerstanimoto,eom,3,0.3191924354715052
415,415,10,8,15,1,sokalsneath,eom,3,0.3191924354715052
826,826,10,8,8,1,sokalsneath,leaf,3,0.3191924354715052
1098,1098,10,8,15,1,sokalsneath,leaf,3,0.3191924354715052
743,743,10,8,8,1,rogerstanimoto,leaf,3,0.3191924354715052
1229,1229,15,12,10,1,euclidean,eom,96,0.3194479938665985
508,508,15,12,10,1,euclidean,eom,96,0.3194479938665985
1031,1031,20,12,5,1,manhattan,eom,240,0.3204702274469716
510,510,15,5,8,1,euclidean,eom,142,0.3204702274469716
1216,1216,20,12,5,1,manhattan,eom,240,0.3204702274469716
111,111,15,5,8,1,euclidean,eom,142,0.3204702274469716
89,89,15,5,8,1,euclidean,eom,142,0.3204702274469716
1026,1026,10,5,10,1,manhattan,eom,112,0.3222591362126246
344,344,10,5,10,1,manhattan,eom,112,0.3222591362126246
811,811,10,5,10,1,manhattan,eom,112,0.3222591362126246
1241,1241,15,8,5,1,euclidean,eom,253,0.3222591362126246
1298,1298,10,5,10,1,euclidean,eom,120,0.32379248658318427
1420,1420,10,5,10,1,euclidean,eom,120,0.32379248658318427
181,181,10,5,10,1,euclidean,eom,120,0.32379248658318427
1394,1394,20,5,5,1,manhattan,eom,227,0.3260925121390238
1477,1477,20,5,5,1,manhattan,eom,227,0.3260925121390238
1177,1177,10,8,5,1,manhattan,leaf,297,0.3268591873243036
1243,1243,15,12,15,1,euclidean,eom,63,0.32711474571939686
286,286,10,8,8,1,euclidean,eom,146,0.3276258625095834
314,314,10,8,8,1,euclidean,eom,146,0.3276258625095834
1095,1095,10,8,8,1,euclidean,eom,146,0.3276258625095834
657,657,10,12,15,1,manhattan,eom,62,0.3278814209046767
149,149,10,12,15,1,manhattan,eom,62,0.3278814209046767
1256,1256,20,5,8,1,euclidean,eom,143,0.3291592128801431
1365,1365,15,12,8,1,euclidean,eom,126,0.32967032967032966
963,963,10,8,5,1,euclidean,leaf,306,0.32992588806542295
93,93,10,8,5,1,euclidean,leaf,306,0.32992588806542295
129,129,10,12,10,1,euclidean,eom,105,0.33350370559672887
723,723,10,12,10,1,euclidean,eom,105,0.33350370559672887
1484,1484,10,12,10,1,euclidean,eom,105,0.33350370559672887
642,642,10,12,10,1,euclidean,eom,105,0.33350370559672887
364,364,15,5,10,1,manhattan,eom,105,0.33375926399182215
1284,1284,10,8,15,1,euclidean,eom,67,0.3347814975721952
1061,1061,15,12,8,1,manhattan,eom,138,0.33708152312803474
1244,1244,20,5,10,1,euclidean,eom,104,0.33810375670840787
656,656,20,5,10,1,euclidean,eom,104,0.33810375670840787
304,304,20,5,10,1,euclidean,eom,104,0.33810375670840787
544,544,20,5,10,1,euclidean,eom,104,0.33810375670840787
607,607,20,12,8,1,euclidean,eom,130,0.33835931510350115
874,874,20,12,8,1,manhattan,eom,130,0.3386148734985944
1045,1045,15,5,15,1,euclidean,eom,66,0.3388704318936877
804,804,15,5,15,1,euclidean,eom,66,0.3388704318936877
216,216,15,5,5,1,euclidean,leaf,270,0.3419371326348071
1230,1230,15,5,5,1,euclidean,leaf,270,0.3419371326348071
621,621,10,8,10,1,manhattan,eom,114,0.34219269102990035
1191,1191,10,8,10,1,manhattan,eom,114,0.34219269102990035
1186,1186,10,5,8,1,euclidean,leaf,164,0.3432149246102735
803,803,15,5,15,1,manhattan,eom,67,0.34525939177101966
1155,1155,10,12,8,1,manhattan,eom,151,0.34551495016611294
1493,1493,10,12,8,1,manhattan,eom,151,0.34551495016611294
423,423,15,8,8,1,euclidean,eom,133,0.3457705085612062
58,58,10,12,5,1,euclidean,leaf,290,0.34679274214157935
1024,1024,10,12,5,1,manhattan,leaf,295,0.3470483005366726
624,624,15,8,10,3,manhattan,eom,55,0.35062611806797855
204,204,15,8,10,3,manhattan,eom,55,0.35062611806797855
1189,1189,15,8,10,3,manhattan,eom,55,0.35062611806797855
363,363,15,5,5,1,manhattan,leaf,267,0.3516483516483517
1156,1156,15,5,5,1,manhattan,leaf,267,0.3516483516483517
257,257,20,8,8,1,euclidean,eom,126,0.3521594684385382
822,822,15,12,15,5,sokalsneath,eom,3,0.35369281880909786
1248,1248,15,12,15,5,sokalsneath,leaf,3,0.35369281880909786
1000,1000,15,12,15,5,rogerstanimoto,eom,3,0.35369281880909786
1174,1174,15,12,8,5,rogerstanimoto,eom,3,0.35369281880909786
1328,1328,15,12,8,5,sokalsneath,eom,3,0.35369281880909786
1214,1214,15,12,8,5,sokalsneath,eom,3,0.35369281880909786
291,291,15,12,10,5,sokalsneath,eom,3,0.35369281880909786
1312,1312,15,12,8,5,sokalsneath,leaf,3,0.35369281880909786
911,911,15,12,5,5,rogerstanimoto,eom,3,0.35369281880909786
1108,1108,15,12,8,5,rogerstanimoto,eom,3,0.35369281880909786
1303,1303,15,12,15,5,sokalsneath,eom,3,0.35369281880909786
862,862,15,12,15,5,sokalsneath,eom,3,0.35369281880909786
366,366,15,12,8,5,sokalsneath,eom,3,0.35369281880909786
3,3,15,12,10,5,sokalsneath,eom,3,0.35369281880909786
1133,1133,15,12,5,5,rogerstanimoto,eom,3,0.35369281880909786
1013,1013,15,12,15,5,sokalsneath,eom,3,0.35369281880909786
1145,1145,15,12,5,5,sokalsneath,eom,3,0.35369281880909786
338,338,15,12,8,5,sokalsneath,leaf,3,0.35369281880909786
1009,1009,15,12,10,5,sokalsneath,leaf,3,0.35369281880909786
299,299,15,12,5,5,sokalsneath,eom,3,0.35369281880909786
894,894,15,12,5,5,sokalsneath,leaf,3,0.35369281880909786
559,559,15,12,15,5,sokalsneath,eom,3,0.35369281880909786
899,899,15,12,15,5,sokalsneath,leaf,3,0.35369281880909786
397,397,15,12,8,5,rogerstanimoto,eom,3,0.35369281880909786
731,731,15,12,5,5,sokalsneath,eom,3,0.35369281880909786
54,54,15,12,15,5,rogerstanimoto,leaf,3,0.35369281880909786
1087,1087,15,12,8,5,rogerstanimoto,leaf,3,0.35369281880909786
161,161,15,12,8,5,sokalsneath,eom,3,0.35369281880909786
1091,1091,15,12,5,5,sokalsneath,eom,3,0.35369281880909786
235,235,15,12,10,5,sokalsneath,eom,3,0.35369281880909786
160,160,15,12,15,5,sokalsneath,eom,3,0.35369281880909786
484,484,15,12,15,5,rogerstanimoto,eom,3,0.35369281880909786
801,801,15,12,5,5,rogerstanimoto,eom,3,0.35369281880909786
712,712,15,12,10,5,rogerstanimoto,leaf,3,0.35369281880909786
231,231,15,12,10,5,sokalsneath,leaf,3,0.35369281880909786
785,785,15,12,10,5,sokalsneath,leaf,3,0.35369281880909786
1039,1039,15,12,15,5,rogerstanimoto,leaf,3,0.35369281880909786
506,506,15,12,10,5,sokalsneath,eom,3,0.35369281880909786
878,878,15,12,10,1,manhattan,eom,103,0.35394837720419114
993,993,10,5,8,1,manhattan,leaf,161,0.3557372859698441
692,692,10,5,8,1,manhattan,leaf,161,0.3557372859698441
192,192,10,5,8,1,manhattan,leaf,161,0.3557372859698441
1455,1455,10,5,10,1,euclidean,leaf,129,0.35650396115512395
1427,1427,10,12,10,1,manhattan,eom,113,0.35931510350115003
1291,1291,10,12,10,1,manhattan,eom,113,0.35931510350115003
1237,1237,10,12,10,1,manhattan,eom,113,0.35931510350115003
445,445,10,12,10,1,manhattan,eom,113,0.35931510350115003
648,648,15,8,8,3,manhattan,eom,71,0.36084845387170966
696,696,15,8,8,3,manhattan,eom,71,0.36084845387170966
717,717,10,8,10,1,euclidean,eom,111,0.36212624584717606
459,459,15,12,15,1,manhattan,eom,56,0.36238180424226935
86,86,15,12,15,1,manhattan,eom,56,0.36238180424226935
813,813,15,12,15,1,manhattan,eom,56,0.36238180424226935
1203,1203,15,12,15,1,manhattan,eom,56,0.36238180424226935
343,343,15,12,15,1,manhattan,eom,56,0.36238180424226935
189,189,15,12,5,1,manhattan,leaf,279,0.3628929210324559
1240,1240,15,12,5,1,manhattan,leaf,279,0.3628929210324559
828,828,15,8,5,1,manhattan,leaf,286,0.3631484794275492
1245,1245,15,8,5,1,manhattan,leaf,286,0.3631484794275492
572,572,20,8,15,3,euclidean,eom,40,0.3641707130079223
1478,1478,20,8,8,1,manhattan,eom,136,0.3654485049833887
1260,1260,20,8,8,1,manhattan,eom,136,0.3654485049833887
994,994,15,8,15,3,manhattan,eom,39,0.3667262969588551
861,861,15,8,15,3,manhattan,eom,39,0.3667262969588551
395,395,15,8,15,3,manhattan,eom,39,0.3667262969588551
991,991,15,8,15,3,manhattan,eom,39,0.3667262969588551
832,832,15,8,10,1,euclidean,eom,98,0.36749297214413496
36,36,15,8,10,1,euclidean,eom,98,0.36749297214413496
346,346,10,5,15,3,manhattan,eom,48,0.3680040889343215
571,571,10,5,15,3,manhattan,eom,48,0.3680040889343215
1331,1331,10,5,15,3,manhattan,eom,48,0.3680040889343215
318,318,10,5,15,3,manhattan,eom,48,0.3680040889343215
1042,1042,20,12,10,1,euclidean,eom,92,0.3690263225146946
846,846,20,12,10,1,euclidean,eom,92,0.3690263225146946
1251,1251,15,8,5,1,euclidean,leaf,278,0.3697929976999744
1246,1246,15,8,5,1,euclidean,leaf,278,0.3697929976999744
1444,1444,15,8,5,1,euclidean,leaf,278,0.3697929976999744
831,831,15,8,5,1,euclidean,leaf,278,0.3697929976999744
706,706,15,8,5,1,euclidean,leaf,278,0.3697929976999744
9,9,15,8,5,1,euclidean,leaf,278,0.3697929976999744
650,650,20,8,5,1,euclidean,leaf,263,0.370304114490161
1325,1325,20,8,5,1,euclidean,leaf,263,0.370304114490161
112,112,20,8,5,1,euclidean,leaf,263,0.370304114490161
797,797,20,8,5,1,euclidean,leaf,263,0.370304114490161
1368,1368,20,8,5,1,euclidean,leaf,263,0.370304114490161
1152,1152,10,5,15,1,euclidean,eom,73,0.37081523128034755
1236,1236,20,12,5,1,manhattan,leaf,266,0.3713263480705341
856,856,20,12,5,1,manhattan,leaf,266,0.3713263480705341
328,328,20,12,5,1,manhattan,leaf,266,0.3713263480705341
908,908,20,5,5,1,euclidean,leaf,269,0.37490416560184003
678,678,20,8,10,1,manhattan,eom,96,0.37490416560184003
879,879,20,5,5,1,euclidean,leaf,269,0.37490416560184003
947,947,20,5,5,1,euclidean,leaf,269,0.37490416560184003
609,609,15,5,8,1,euclidean,leaf,159,0.3754152823920266
800,800,15,5,8,1,euclidean,leaf,159,0.3754152823920266
576,576,10,8,8,1,euclidean,leaf,160,0.3754152823920266
613,613,10,8,8,1,euclidean,leaf,160,0.3754152823920266
946,946,15,5,8,1,euclidean,leaf,159,0.3754152823920266
960,960,10,12,8,1,euclidean,leaf,167,0.37592639918221316
355,355,10,12,8,1,euclidean,leaf,167,0.37592639918221316
744,744,10,12,8,1,manhattan,leaf,161,0.37618195757730644
255,255,20,12,5,1,euclidean,leaf,274,0.37771530794786606
1035,1035,20,12,5,1,euclidean,leaf,274,0.37771530794786606
594,594,15,8,8,5,manhattan,eom,57,0.37797086634295934
1048,1048,15,8,8,5,manhattan,eom,57,0.37797086634295934
1158,1158,15,8,8,5,manhattan,eom,57,0.37797086634295934
1333,1333,15,8,8,5,manhattan,eom,57,0.37797086634295934
46,46,10,8,8,1,manhattan,leaf,159,0.3784819831331459
399,399,15,8,10,5,manhattan,eom,43,0.3800153335037056
26,26,15,5,8,1,manhattan,leaf,162,0.38027089189879887
687,687,20,8,10,1,euclidean,eom,101,0.38308203424482495
1258,1258,20,8,10,1,euclidean,eom,101,0.38308203424482495
169,169,20,8,10,1,euclidean,eom,101,0.38308203424482495
256,256,15,5,10,3,euclidean,eom,67,0.3838487094301048
1277,1277,15,5,10,3,euclidean,eom,67,0.3838487094301048
1405,1405,20,8,5,1,manhattan,leaf,258,0.3912599028878099
193,193,15,8,15,5,manhattan,eom,35,0.3912599028878099
188,188,20,8,5,1,manhattan,leaf,258,0.3912599028878099
875,875,20,8,5,1,manhattan,leaf,258,0.3912599028878099
218,218,15,8,15,5,manhattan,eom,35,0.3912599028878099
1381,1381,15,8,15,5,manhattan,eom,35,0.3912599028878099
1463,1463,15,8,15,5,manhattan,eom,35,0.3912599028878099
385,385,20,8,5,1,manhattan,leaf,258,0.3912599028878099
227,227,15,8,15,5,manhattan,eom,35,0.3912599028878099
1096,1096,20,8,5,1,manhattan,leaf,258,0.3912599028878099
1067,1067,15,5,15,3,euclidean,eom,45,0.392282136468183
1001,1001,15,5,10,1,euclidean,leaf,118,0.3935599284436494
1142,1142,15,5,15,5,manhattan,eom,31,0.395093278814209
1252,1252,15,5,10,1,manhattan,leaf,122,0.3979044211602351
72,72,15,5,10,1,manhattan,leaf,122,0.3979044211602351
368,368,15,5,10,1,manhattan,leaf,122,0.3979044211602351
1151,1151,10,12,5,3,manhattan,eom,172,0.3994377715307948
244,244,10,12,5,3,manhattan,eom,172,0.3994377715307948
1369,1369,15,5,5,3,euclidean,eom,157,0.40020444671607464
121,121,10,12,8,3,euclidean,eom,103,0.40020444671607464
686,686,10,12,8,3,euclidean,eom,103,0.40020444671607464
11,11,15,5,5,3,euclidean,eom,157,0.40020444671607464
1179,1179,15,5,5,3,euclidean,eom,157,0.40020444671607464
84,84,15,5,5,3,euclidean,eom,157,0.40020444671607464
1351,1351,10,12,5,3,euclidean,eom,175,0.4009711219013545
900,900,10,12,5,3,euclidean,eom,175,0.4009711219013545
1458,1458,10,5,8,3,euclidean,eom,111,0.40250447227191416
1250,1250,10,5,8,3,euclidean,eom,111,0.40250447227191416
172,172,10,5,8,3,euclidean,eom,111,0.40250447227191416
159,159,20,12,15,1,euclidean,eom,58,0.4027600306670074
302,302,10,12,8,3,manhattan,eom,101,0.4040378226424738
1100,1100,10,12,8,3,manhattan,eom,101,0.4040378226424738
237,237,15,12,5,3,euclidean,eom,156,0.4053156146179402
261,261,15,12,5,3,euclidean,eom,156,0.4053156146179402
276,276,15,12,5,3,euclidean,eom,156,0.4053156146179402
844,844,10,5,10,3,manhattan,eom,83,0.40582673140812675
1176,1176,10,5,15,1,manhattan,leaf,75,0.40582673140812675
489,489,10,5,15,1,manhattan,leaf,75,0.40582673140812675
1266,1266,10,5,15,1,manhattan,leaf,75,0.40582673140812675
622,622,10,5,10,3,manhattan,eom,83,0.40582673140812675
135,135,10,5,10,3,manhattan,eom,83,0.40582673140812675
961,961,15,5,15,3,manhattan,eom,45,0.4063378481983133
766,766,15,5,15,3,manhattan,eom,45,0.4063378481983133
180,180,10,5,8,3,manhattan,eom,109,0.40710452338359315
1276,1276,20,5,5,3,euclidean,eom,157,0.40838231535905956
1106,1106,10,12,10,1,manhattan,leaf,125,0.4091489905443394
1473,1473,20,5,8,1,euclidean,leaf,160,0.4111934577050856
446,446,20,5,8,1,euclidean,leaf,160,0.4111934577050856
358,358,20,5,8,1,euclidean,leaf,160,0.4111934577050856
958,958,15,12,8,1,manhattan,leaf,156,0.41144901610017887
1267,1267,15,12,8,1,manhattan,leaf,156,0.41144901610017887
63,63,10,8,5,3,manhattan,eom,175,0.4134934832609251
780,780,10,8,5,3,manhattan,eom,175,0.4134934832609251
1163,1163,10,8,5,3,euclidean,eom,186,0.4137490416560184
937,937,10,8,5,3,euclidean,eom,186,0.4137490416560184
880,880,10,12,10,3,euclidean,eom,82,0.41451571684129823
1207,1207,10,12,15,3,manhattan,eom,47,0.4163046256069512
1385,1385,10,12,15,3,manhattan,eom,47,0.4163046256069512
735,735,15,8,8,3,euclidean,eom,91,0.41809353437260416
1060,1060,15,8,8,1,manhattan,leaf,161,0.4186046511627907
87,87,15,8,8,1,manhattan,leaf,161,0.4186046511627907
379,379,15,8,8,1,manhattan,leaf,161,0.4186046511627907
922,922,15,12,8,1,euclidean,leaf,148,0.41937132634807056
1464,1464,15,12,8,1,euclidean,leaf,148,0.41937132634807056
635,635,15,12,8,1,euclidean,leaf,148,0.41937132634807056
554,554,10,12,15,5,euclidean,eom,40,0.41988244313825707
1089,1089,10,5,5,3,euclidean,eom,197,0.42013800153335035
1225,1225,10,5,5,3,manhattan,eom,187,0.4209046767186302
644,644,10,8,8,3,euclidean,eom,107,0.42116023511372347
1409,1409,10,8,8,3,euclidean,eom,107,0.42116023511372347
1482,1482,10,8,8,3,euclidean,eom,107,0.42116023511372347
50,50,20,8,15,1,manhattan,eom,57,0.4221824686940966
2,2,10,12,15,3,euclidean,eom,51,0.4221824686940966
329,329,15,5,8,3,manhattan,eom,90,0.42243802708918987
986,986,15,5,8,3,manhattan,eom,90,0.42243802708918987
1204,1204,15,5,8,3,manhattan,eom,90,0.42243802708918987
837,837,15,5,8,3,euclidean,eom,99,0.423460260669563
259,259,15,5,8,3,euclidean,eom,99,0.423460260669563
1391,1391,15,8,8,1,euclidean,leaf,154,0.4237158190646563
536,536,15,8,8,1,euclidean,leaf,154,0.4237158190646563
474,474,15,12,15,1,euclidean,leaf,72,0.4237158190646563
1286,1286,20,12,5,3,euclidean,eom,148,0.42422693585484283
119,119,20,12,5,3,euclidean,eom,148,0.42422693585484283
1020,1020,20,12,5,3,euclidean,eom,148,0.42422693585484283
782,782,20,12,5,3,euclidean,eom,148,0.42422693585484283
606,606,20,12,5,3,euclidean,eom,148,0.42422693585484283
113,113,10,8,15,3,manhattan,eom,43,0.42831587017633527
954,954,10,8,15,3,euclidean,eom,49,0.4293381037567084
1188,1188,15,8,5,3,euclidean,eom,166,0.4293381037567084
1213,1213,15,8,5,3,euclidean,eom,166,0.4293381037567084
778,778,15,8,5,3,euclidean,eom,166,0.4293381037567084
708,708,15,8,5,3,euclidean,eom,166,0.4293381037567084
1357,1357,15,8,5,3,euclidean,eom,166,0.4293381037567084
1488,1488,15,8,10,1,euclidean,leaf,112,0.43138257091745463
1111,1111,15,8,10,1,euclidean,leaf,112,0.43138257091745463
273,273,15,5,10,5,euclidean,eom,57,0.43393815486838744
437,437,15,5,10,5,euclidean,eom,57,0.43393815486838744
73,73,10,12,10,3,manhattan,eom,79,0.4354715052389471
553,553,15,5,5,3,manhattan,eom,152,0.43623818042422696
710,710,15,5,5,3,manhattan,eom,152,0.43623818042422696
14,14,15,5,5,3,manhattan,eom,152,0.43623818042422696
201,201,20,5,5,3,manhattan,eom,149,0.4364937388193202
1109,1109,10,12,15,1,manhattan,leaf,77,0.43956043956043955
1101,1101,15,8,5,3,manhattan,eom,159,0.44109378993099924
1205,1205,15,8,5,3,manhattan,eom,159,0.44109378993099924
1320,1320,15,8,5,3,manhattan,eom,159,0.44109378993099924
924,924,10,5,10,5,manhattan,eom,66,0.44109378993099924
608,608,20,12,8,3,manhattan,eom,87,0.44211602351137236
1022,1022,20,12,8,3,manhattan,eom,87,0.44211602351137236
600,600,10,5,5,5,manhattan,eom,101,0.44237158190646564
1353,1353,15,12,5,3,manhattan,eom,165,0.44237158190646564
220,220,15,12,5,3,manhattan,eom,165,0.44237158190646564
1120,1120,15,12,10,1,manhattan,leaf,119,0.4428826986966522
827,827,15,12,10,1,manhattan,leaf,119,0.4428826986966522
349,349,15,12,10,1,euclidean,leaf,120,0.44339381548683876
1254,1254,15,12,10,1,euclidean,leaf,120,0.44339381548683876
684,684,20,8,8,1,euclidean,leaf,145,0.44339381548683876
1181,1181,10,8,15,1,euclidean,leaf,83,0.44364937388193204
927,927,10,8,15,1,euclidean,leaf,83,0.44364937388193204
799,799,10,8,15,1,euclidean,leaf,83,0.44364937388193204
1308,1308,10,8,10,3,manhattan,eom,76,0.44467160746230516
733,733,10,8,10,3,manhattan,eom,76,0.44467160746230516
481,481,10,8,10,3,manhattan,eom,76,0.44467160746230516
1007,1007,10,8,10,3,manhattan,eom,76,0.44467160746230516
992,992,20,12,8,3,euclidean,eom,99,0.44569384104267823
1005,1005,20,12,8,3,euclidean,eom,99,0.44569384104267823
1292,1292,20,12,8,3,euclidean,eom,99,0.44569384104267823
61,61,15,12,15,5,euclidean,eom,38,0.44952721696907744
1367,1367,15,12,15,5,euclidean,eom,38,0.44952721696907744
1289,1289,15,12,15,5,euclidean,eom,38,0.44952721696907744
520,520,15,5,8,5,euclidean,eom,79,0.45054945054945056
824,824,15,5,8,5,euclidean,eom,79,0.45054945054945056
483,483,15,5,8,5,euclidean,eom,79,0.45054945054945056
465,465,15,5,8,5,euclidean,eom,79,0.45054945054945056
353,353,15,5,8,5,euclidean,eom,79,0.45054945054945056
838,838,10,5,8,5,manhattan,eom,77,0.4513161257347304
1110,1110,20,8,10,3,euclidean,eom,69,0.4515716841298237
1397,1397,10,12,15,5,manhattan,eom,44,0.4528494761052901
790,790,10,12,15,5,manhattan,eom,44,0.4528494761052901
1348,1348,10,5,15,5,euclidean,eom,47,0.4543828264758497
957,957,15,8,15,1,manhattan,leaf,65,0.45514950166112955
829,829,20,12,15,3,euclidean,eom,49,0.4559161768464094
146,146,20,8,5,3,euclidean,eom,150,0.4569384104267825
1211,1211,20,8,5,3,euclidean,eom,150,0.4569384104267825
653,653,10,5,8,5,euclidean,eom,79,0.4574495272169691
502,502,15,12,15,3,euclidean,eom,54,0.4574495272169691
1206,1206,15,12,15,3,euclidean,eom,54,0.4574495272169691
1496,1496,20,5,10,1,manhattan,leaf,116,0.4582162024022489
916,916,20,5,10,1,manhattan,leaf,116,0.4582162024022489
1021,1021,10,5,10,5,euclidean,eom,67,0.4584717607973422
1282,1282,10,5,10,5,euclidean,eom,67,0.4584717607973422
332,332,15,8,10,1,manhattan,leaf,107,0.4594939943777153
605,605,15,8,10,1,manhattan,leaf,107,0.4594939943777153
591,591,10,12,8,5,euclidean,eom,82,0.4607717863531817
1332,1332,20,5,15,1,euclidean,leaf,69,0.4607717863531817
431,431,10,12,5,5,euclidean,eom,104,0.4612829031433683
853,853,10,12,5,5,euclidean,eom,104,0.4612829031433683
418,418,20,8,10,1,manhattan,leaf,112,0.46153846153846156
1116,1116,20,8,10,1,manhattan,leaf,112,0.46153846153846156
1165,1165,20,12,10,1,manhattan,leaf,114,0.46204957832864807
843,843,20,12,10,1,manhattan,leaf,114,0.46204957832864807
336,336,20,12,10,1,manhattan,leaf,114,0.46204957832864807
232,232,20,12,10,1,manhattan,leaf,114,0.46204957832864807
1070,1070,20,8,5,3,manhattan,eom,159,0.46256069511883463
56,56,20,12,10,1,euclidean,leaf,110,0.4630718119090212
96,96,20,8,8,3,manhattan,eom,84,0.4640940454893943
475,475,20,8,8,3,manhattan,eom,84,0.4640940454893943
615,615,20,8,8,3,manhattan,eom,84,0.4640940454893943
370,370,20,8,8,3,manhattan,eom,84,0.4640940454893943
281,281,15,8,15,5,euclidean,eom,35,0.4643496038844876
690,690,15,8,15,5,euclidean,eom,35,0.4643496038844876
210,210,15,8,15,5,euclidean,eom,35,0.4643496038844876
760,760,15,8,15,5,euclidean,eom,35,0.4643496038844876
729,729,15,8,15,5,euclidean,eom,35,0.4643496038844876
1310,1310,20,8,15,3,manhattan,eom,40,0.46511627906976744
538,538,20,8,15,3,manhattan,eom,40,0.46511627906976744
1445,1445,20,8,15,3,manhattan,eom,40,0.46511627906976744
1318,1318,20,8,10,1,euclidean,leaf,116,0.46613851265014056
428,428,15,12,10,5,euclidean,eom,58,0.4666496294403271
1330,1330,10,5,5,3,euclidean,leaf,218,0.4666496294403271
981,981,15,12,10,5,euclidean,eom,58,0.4666496294403271
360,360,15,12,15,1,manhattan,leaf,67,0.4669051878354204
175,175,15,12,15,1,manhattan,leaf,67,0.4669051878354204
619,619,15,12,15,1,manhattan,leaf,67,0.4669051878354204
39,39,15,12,15,1,manhattan,leaf,67,0.4669051878354204
671,671,10,5,8,3,euclidean,leaf,131,0.46741630462560696
936,936,10,5,8,3,euclidean,leaf,131,0.46741630462560696
47,47,10,5,8,3,euclidean,leaf,131,0.46741630462560696
1123,1123,10,5,8,3,euclidean,leaf,131,0.46741630462560696
701,701,10,8,15,5,manhattan,eom,43,0.4679274214157935
910,910,10,8,15,5,manhattan,eom,43,0.4679274214157935
940,940,10,8,15,5,manhattan,eom,43,0.4679274214157935
114,114,20,8,8,3,euclidean,eom,94,0.4694607717863532
1361,1361,20,8,8,3,euclidean,eom,94,0.4694607717863532
4,4,15,5,8,5,manhattan,eom,70,0.4694607717863532
930,930,15,5,8,5,manhattan,eom,70,0.4694607717863532
1063,1063,15,12,10,3,manhattan,eom,72,0.47022744697163305
513,513,15,12,10,3,manhattan,eom,72,0.47022744697163305
1066,1066,15,12,10,3,manhattan,eom,72,0.47022744697163305
680,680,10,5,5,3,manhattan,leaf,208,0.47073856376181955
685,685,15,12,15,3,manhattan,eom,45,0.4717607973421927
268,268,20,8,15,1,euclidean,leaf,67,0.47201635573728595
660,660,20,8,15,1,euclidean,leaf,67,0.47201635573728595
668,668,20,8,15,1,euclidean,leaf,67,0.47201635573728595
1227,1227,15,12,10,5,manhattan,eom,55,0.4796831075900843
1309,1309,15,12,10,5,manhattan,eom,55,0.4796831075900843
1474,1474,10,8,5,3,manhattan,leaf,209,0.48044978277536415
408,408,10,5,10,1,rogerstanimoto,leaf,3,0.48044978277536415
1383,1383,10,5,8,1,sokalsneath,leaf,3,0.48044978277536415
1299,1299,10,5,8,1,sokalsneath,eom,3,0.48044978277536415
1023,1023,10,5,5,1,sokalsneath,eom,3,0.48044978277536415
1377,1377,10,5,15,1,sokalsneath,eom,3,0.48044978277536415
469,469,10,5,5,1,sokalsneath,leaf,3,0.48044978277536415
64,64,10,5,8,1,rogerstanimoto,leaf,3,0.48044978277536415
65,65,10,5,5,1,sokalsneath,leaf,3,0.48044978277536415
238,238,10,5,8,1,rogerstanimoto,eom,3,0.48044978277536415
1017,1017,10,5,10,1,sokalsneath,leaf,3,0.48044978277536415
820,820,10,5,5,1,rogerstanimoto,eom,3,0.48044978277536415
1278,1278,10,5,8,1,rogerstanimoto,leaf,3,0.48044978277536415
243,243,10,5,8,1,rogerstanimoto,leaf,3,0.48044978277536415
798,798,10,5,15,1,rogerstanimoto,leaf,3,0.48044978277536415
1210,1210,10,5,5,1,rogerstanimoto,leaf,3,0.48044978277536415
1,1,10,5,5,1,rogerstanimoto,eom,3,0.48044978277536415
973,973,10,5,10,1,rogerstanimoto,eom,3,0.48044978277536415
224,224,10,5,10,1,sokalsneath,leaf,3,0.48044978277536415
215,215,10,5,8,1,rogerstanimoto,leaf,3,0.48044978277536415
693,693,10,8,5,3,manhattan,leaf,209,0.48044978277536415
205,205,10,5,15,1,rogerstanimoto,leaf,3,0.48044978277536415
371,371,10,5,15,1,sokalsneath,leaf,3,0.48044978277536415
200,200,10,5,8,1,rogerstanimoto,leaf,3,0.48044978277536415
236,236,15,5,10,5,manhattan,eom,60,0.481216457960644
324,324,15,5,10,5,manhattan,eom,60,0.481216457960644
186,186,15,5,10,5,manhattan,eom,60,0.481216457960644
882,882,10,12,5,3,euclidean,leaf,206,0.48198313314592384
1073,1073,10,12,5,3,euclidean,leaf,206,0.48198313314592384
1434,1434,10,12,5,3,euclidean,leaf,206,0.48198313314592384
579,579,10,12,5,3,euclidean,leaf,206,0.48198313314592384
