,run_id,n_neighbors,n_components,min_cluster_size,min_samples,metric,cluster_selection_method,label_count,cost
1436,1436,20,5,8,5,manhattan,eom,2,0.0
1439,1439,20,5,8,1,manhattan,eom,2,0.0
1440,1440,20,12,15,5,euclidean,eom,2,0.0
852,852,20,5,15,5,manhattan,eom,2,0.0
1105,1105,20,5,8,5,euclidean,eom,2,0.0
872,872,20,5,15,1,euclidean,eom,2,0.0
661,661,20,12,15,5,manhattan,eom,2,0.0
1118,1118,20,12,15,5,euclidean,eom,2,0.0
461,461,20,5,15,3,manhattan,eom,2,0.0
1228,1228,20,5,8,5,manhattan,eom,2,0.0
432,432,20,12,10,5,manhattan,eom,2,0.0
1217,1217,20,5,10,3,euclidean,eom,2,0.0
411,411,20,5,15,5,euclidean,eom,2,0.0
1192,1192,20,5,15,5,euclidean,eom,2,0.0
398,398,20,5,8,5,manhattan,eom,2,0.0
530,530,20,5,10,5,euclidean,eom,2,0.0
367,367,20,5,10,5,euclidean,eom,2,0.0
647,647,20,12,15,3,manhattan,eom,2,0.0
561,561,20,5,8,5,manhattan,eom,2,0.0
584,584,20,5,10,5,manhattan,eom,2,0.0
592,592,20,5,8,5,manhattan,eom,2,0.0
1134,1134,20,12,15,3,manhattan,eom,2,0.0
599,599,20,5,8,3,euclidean,eom,2,0.0
315,315,20,12,15,5,manhattan,eom,2,0.0
1129,1129,20,5,10,3,euclidean,eom,2,0.0
288,288,20,5,8,5,euclidean,eom,2,0.0
283,283,20,5,8,3,manhattan,eom,2,0.0
631,631,20,5,15,1,euclidean,eom,2,0.0
575,575,20,5,10,1,manhattan,eom,2,0.0
1283,1283,15,8,15,3,euclidean,eom,3,0.0007666751852798365
179,179,15,8,15,3,euclidean,eom,3,0.0007666751852798365
890,890,15,8,15,3,euclidean,eom,3,0.0007666751852798365
1094,1094,15,8,15,3,euclidean,eom,3,0.0007666751852798365
518,518,20,5,15,1,manhattan,eom,4,0.0033222591362126247
1038,1038,15,5,5,3,sokalsneath,leaf,3,0.011755686174290826
550,550,15,5,10,3,sokalsneath,eom,3,0.011755686174290826
137,137,15,5,10,3,rogerstanimoto,eom,3,0.011755686174290826
535,535,15,5,15,3,sokalsneath,eom,3,0.011755686174290826
1052,1052,15,5,15,3,rogerstanimoto,eom,3,0.011755686174290826
342,342,15,5,8,3,rogerstanimoto,eom,3,0.011755686174290826
1441,1441,15,5,8,3,rogerstanimoto,leaf,3,0.011755686174290826
1196,1196,15,5,15,3,rogerstanimoto,eom,3,0.011755686174290826
1056,1056,15,5,10,3,sokalsneath,leaf,3,0.011755686174290826
1148,1148,15,5,15,3,rogerstanimoto,eom,3,0.011755686174290826
233,233,15,5,15,3,sokalsneath,eom,3,0.011755686174290826
234,234,15,5,10,3,sokalsneath,eom,3,0.011755686174290826
948,948,15,5,15,3,rogerstanimoto,eom,3,0.011755686174290826
1401,1401,15,5,15,3,sokalsneath,leaf,3,0.011755686174290826
1162,1162,15,5,5,3,sokalsneath,leaf,3,0.011755686174290826
1388,1388,15,5,8,3,rogerstanimoto,eom,3,0.011755686174290826
755,755,15,5,8,3,rogerstanimoto,leaf,3,0.011755686174290826
868,868,15,5,10,3,rogerstanimoto,leaf,3,0.011755686174290826
637,637,15,5,5,3,rogerstanimoto,leaf,3,0.011755686174290826
1075,1075,15,5,5,3,sokalsneath,eom,3,0.011755686174290826
120,120,15,5,10,3,sokalsneath,eom,3,0.011755686174290826
165,165,15,5,15,3,rogerstanimoto,leaf,3,0.011755686174290826
166,166,15,5,8,3,sokalsneath,leaf,3,0.011755686174290826
1068,1068,15,5,15,3,rogerstanimoto,leaf,3,0.011755686174290826
654,654,15,5,8,5,sokalsneath,leaf,3,0.014311270125223614
564,564,15,5,5,5,sokalsneath,leaf,3,0.014311270125223614
616,616,15,5,8,5,rogerstanimoto,eom,3,0.014311270125223614
350,350,15,5,5,5,sokalsneath,leaf,3,0.014311270125223614
279,279,15,5,15,5,sokalsneath,eom,3,0.014311270125223614
969,969,15,5,5,5,sokalsneath,leaf,3,0.014311270125223614
1304,1304,15,5,8,5,rogerstanimoto,leaf,3,0.014311270125223614
1492,1492,15,5,15,5,sokalsneath,leaf,3,0.014311270125223614
251,251,15,5,10,5,sokalsneath,leaf,3,0.014311270125223614
30,30,15,5,10,5,sokalsneath,leaf,3,0.014311270125223614
1341,1341,15,5,10,5,rogerstanimoto,eom,3,0.014311270125223614
115,115,15,5,5,5,sokalsneath,eom,3,0.014311270125223614
713,713,15,5,5,5,sokalsneath,eom,3,0.014311270125223614
1065,1065,15,5,15,5,sokalsneath,leaf,3,0.014311270125223614
1032,1032,15,5,10,5,sokalsneath,eom,3,0.014311270125223614
194,194,15,5,5,5,sokalsneath,leaf,3,0.014311270125223614
871,871,15,5,15,5,rogerstanimoto,leaf,3,0.014311270125223614
1014,1014,15,5,10,5,sokalsneath,eom,3,0.014311270125223614
69,69,15,5,10,5,rogerstanimoto,leaf,3,0.014311270125223614
1403,1403,15,5,10,5,sokalsneath,eom,3,0.014311270125223614
1086,1086,15,5,15,5,rogerstanimoto,eom,3,0.014311270125223614
775,775,15,5,10,5,rogerstanimoto,eom,3,0.014311270125223614
987,987,15,5,5,5,sokalsneath,leaf,3,0.014311270125223614
1259,1259,15,5,8,5,sokalsneath,leaf,3,0.014311270125223614
207,207,10,12,8,3,sokalsneath,eom,3,0.038589317659085104
253,253,10,12,15,3,sokalsneath,leaf,3,0.038589317659085104
906,906,10,12,15,3,rogerstanimoto,eom,3,0.038589317659085104
1402,1402,10,12,15,3,rogerstanimoto,eom,3,0.038589317659085104
737,737,10,12,5,3,sokalsneath,leaf,3,0.038589317659085104
1113,1113,10,12,5,3,sokalsneath,eom,3,0.038589317659085104
629,629,10,12,15,3,sokalsneath,eom,3,0.038589317659085104
219,219,10,12,8,3,sokalsneath,eom,3,0.038589317659085104
769,769,10,12,15,3,sokalsneath,eom,3,0.038589317659085104
184,184,10,12,5,3,sokalsneath,eom,3,0.038589317659085104
756,756,10,12,10,3,rogerstanimoto,leaf,3,0.038589317659085104
719,719,10,12,5,3,rogerstanimoto,leaf,3,0.038589317659085104
449,449,10,12,5,3,rogerstanimoto,leaf,3,0.038589317659085104
174,174,10,12,10,3,sokalsneath,eom,3,0.038589317659085104
427,427,10,12,15,3,sokalsneath,eom,3,0.038589317659085104
362,362,10,12,10,3,sokalsneath,eom,3,0.038589317659085104
106,106,10,12,8,3,sokalsneath,leaf,3,0.038589317659085104
603,603,10,12,10,3,sokalsneath,leaf,3,0.038589317659085104
1466,1466,10,12,10,3,rogerstanimoto,eom,3,0.038589317659085104
1219,1219,10,12,8,3,rogerstanimoto,leaf,3,0.038589317659085104
617,617,10,12,8,3,sokalsneath,eom,3,0.038589317659085104
1293,1293,10,12,5,3,rogerstanimoto,leaf,3,0.038589317659085104
841,841,10,12,10,3,rogerstanimoto,leaf,3,0.038589317659085104
583,583,10,12,10,3,rogerstanimoto,eom,3,0.038589317659085104
1036,1036,10,12,8,3,sokalsneath,leaf,3,0.038589317659085104
433,433,10,12,10,3,sokalsneath,leaf,3,0.038589317659085104
462,462,10,12,8,3,rogerstanimoto,leaf,3,0.038589317659085104
1198,1198,10,12,15,3,sokalsneath,leaf,3,0.038589317659085104
1130,1130,10,8,8,5,rogerstanimoto,eom,3,0.03935599284436494
60,60,10,8,15,5,rogerstanimoto,eom,3,0.03935599284436494
850,850,10,8,10,5,sokalsneath,leaf,3,0.03935599284436494
1408,1408,10,8,15,5,sokalsneath,leaf,3,0.03935599284436494
720,720,10,8,5,5,rogerstanimoto,eom,3,0.03935599284436494
1202,1202,10,8,15,5,rogerstanimoto,leaf,3,0.03935599284436494
1088,1088,10,8,8,5,rogerstanimoto,leaf,3,0.03935599284436494
68,68,10,8,10,5,rogerstanimoto,leaf,3,0.03935599284436494
424,424,10,8,8,5,rogerstanimoto,leaf,3,0.03935599284436494
499,499,10,8,15,5,sokalsneath,leaf,3,0.03935599284436494
467,467,10,8,8,5,rogerstanimoto,leaf,3,0.03935599284436494
1279,1279,10,8,8,5,sokalsneath,leaf,3,0.03935599284436494
767,767,10,8,10,5,rogerstanimoto,leaf,3,0.03935599284436494
306,306,10,8,10,5,rogerstanimoto,eom,3,0.03935599284436494
1319,1319,10,8,5,5,sokalsneath,leaf,3,0.03935599284436494
1421,1421,10,8,15,5,rogerstanimoto,leaf,3,0.03935599284436494
1112,1112,10,8,5,5,rogerstanimoto,leaf,3,0.03935599284436494
321,321,10,8,5,5,sokalsneath,leaf,3,0.03935599284436494
779,779,10,8,5,5,sokalsneath,leaf,3,0.03935599284436494
430,430,10,8,5,5,sokalsneath,leaf,3,0.03935599284436494
1004,1004,10,8,8,5,rogerstanimoto,leaf,3,0.03935599284436494
1071,1071,10,8,15,5,rogerstanimoto,eom,3,0.03935599284436494
1481,1481,10,8,10,5,sokalsneath,leaf,3,0.03935599284436494
1467,1467,10,8,10,5,sokalsneath,eom,3,0.03935599284436494
258,258,10,8,5,5,rogerstanimoto,eom,3,0.03935599284436494
439,439,15,12,5,3,rogerstanimoto,leaf,3,0.04318936877076412
1242,1242,15,12,5,3,sokalsneath,leaf,3,0.04318936877076412
1076,1076,15,12,5,3,rogerstanimoto,eom,3,0.04318936877076412
918,918,15,12,10,3,rogerstanimoto,eom,3,0.04318936877076412
1231,1231,15,12,8,3,rogerstanimoto,eom,3,0.04318936877076412
1273,1273,15,12,5,3,sokalsneath,leaf,3,0.04318936877076412
982,982,15,12,15,3,sokalsneath,leaf,3,0.04318936877076412
711,711,15,12,5,3,sokalsneath,leaf,3,0.04318936877076412
531,531,15,12,8,3,sokalsneath,leaf,3,0.04318936877076412
707,707,15,12,15,3,sokalsneath,leaf,3,0.04318936877076412
1167,1167,15,12,5,3,sokalsneath,eom,3,0.04318936877076412
568,568,15,12,15,3,rogerstanimoto,eom,3,0.04318936877076412
247,247,15,12,8,3,rogerstanimoto,leaf,3,0.04318936877076412
896,896,15,12,10,3,sokalsneath,leaf,3,0.04318936877076412
1144,1144,15,12,8,3,sokalsneath,eom,3,0.04318936877076412
597,597,15,12,8,3,sokalsneath,eom,3,0.04318936877076412
666,666,15,12,15,3,rogerstanimoto,eom,3,0.04318936877076412
663,663,15,12,15,3,sokalsneath,leaf,3,0.04318936877076412
1295,1295,15,12,15,3,rogerstanimoto,eom,3,0.04318936877076412
1077,1077,15,12,5,3,rogerstanimoto,leaf,3,0.04318936877076412
18,18,15,12,15,3,rogerstanimoto,eom,3,0.04318936877076412
51,51,15,12,8,3,sokalsneath,eom,3,0.04318936877076412
171,171,15,12,10,3,rogerstanimoto,eom,3,0.04318936877076412
792,792,15,12,10,3,sokalsneath,leaf,3,0.04318936877076412
91,91,15,12,5,3,sokalsneath,eom,3,0.04318936877076412
1019,1019,15,12,15,3,rogerstanimoto,leaf,3,0.04318936877076412
1050,1050,15,12,10,3,sokalsneath,eom,3,0.04318936877076412
889,889,15,12,15,3,sokalsneath,leaf,3,0.04318936877076412
49,49,15,12,15,3,sokalsneath,eom,3,0.04318936877076412
284,284,10,5,10,5,sokalsneath,eom,3,0.0927676974188602
1044,1044,10,5,8,5,sokalsneath,leaf,3,0.0927676974188602
287,287,10,5,10,5,sokalsneath,eom,3,0.0927676974188602
1307,1307,10,5,15,5,rogerstanimoto,leaf,3,0.0927676974188602
307,307,10,5,8,5,rogerstanimoto,eom,3,0.0927676974188602
310,310,10,5,8,5,sokalsneath,leaf,3,0.0927676974188602
1302,1302,10,5,5,5,sokalsneath,leaf,3,0.0927676974188602
809,809,10,5,8,5,sokalsneath,leaf,3,0.0927676974188602
320,320,10,5,15,5,sokalsneath,eom,3,0.0927676974188602
1146,1146,10,5,15,5,rogerstanimoto,eom,3,0.0927676974188602
426,426,10,5,8,5,rogerstanimoto,leaf,3,0.0927676974188602
823,823,10,5,10,5,rogerstanimoto,leaf,3,0.0927676974188602
272,272,10,5,5,5,sokalsneath,eom,3,0.0927676974188602
88,88,10,5,5,5,sokalsneath,eom,3,0.0927676974188602
537,537,10,5,10,5,rogerstanimoto,eom,3,0.0927676974188602
388,388,10,5,10,5,rogerstanimoto,leaf,3,0.0927676974188602
521,521,10,5,8,5,sokalsneath,eom,3,0.0927676974188602
391,391,10,5,5,5,sokalsneath,leaf,3,0.0927676974188602
845,845,10,5,10,5,rogerstanimoto,eom,3,0.0927676974188602
1255,1255,10,5,5,5,sokalsneath,leaf,3,0.0927676974188602
1447,1447,10,5,5,5,sokalsneath,leaf,3,0.0927676974188602
888,888,10,5,15,5,rogerstanimoto,eom,3,0.0927676974188602
436,436,10,5,5,5,rogerstanimoto,eom,3,0.0927676974188602
10,10,10,5,8,5,sokalsneath,leaf,3,0.0927676974188602
249,249,10,5,5,5,sokalsneath,eom,3,0.0927676974188602
1398,1398,10,5,10,5,sokalsneath,leaf,3,0.0927676974188602
202,202,10,5,15,5,sokalsneath,leaf,3,0.0927676974188602
1370,1370,10,5,15,5,sokalsneath,leaf,3,0.0927676974188602
170,170,10,5,8,5,sokalsneath,eom,3,0.0927676974188602
1380,1380,10,5,15,5,sokalsneath,leaf,3,0.0927676974188602
925,925,20,12,8,5,rogerstanimoto,eom,3,0.10529005877843087
995,995,20,12,15,5,sokalsneath,eom,3,0.10529005877843087
519,519,20,12,8,5,rogerstanimoto,eom,3,0.10529005877843087
382,382,20,12,8,5,rogerstanimoto,leaf,3,0.10529005877843087
786,786,20,12,8,5,sokalsneath,eom,3,0.10529005877843087
42,42,20,12,5,5,sokalsneath,eom,3,0.10529005877843087
252,252,20,12,5,5,rogerstanimoto,leaf,3,0.10529005877843087
359,359,20,12,15,5,rogerstanimoto,leaf,3,0.10529005877843087
825,825,20,12,8,5,sokalsneath,eom,3,0.10529005877843087
819,819,20,12,8,5,sokalsneath,eom,3,0.10529005877843087
333,333,20,12,15,5,sokalsneath,eom,3,0.10529005877843087
933,933,20,12,8,5,rogerstanimoto,leaf,3,0.10529005877843087
771,771,20,12,15,5,rogerstanimoto,eom,3,0.10529005877843087
17,17,20,12,8,5,sokalsneath,leaf,3,0.10529005877843087
1489,1489,20,12,5,5,sokalsneath,eom,3,0.10529005877843087
902,902,20,12,8,5,sokalsneath,leaf,3,0.10529005877843087
808,808,20,12,8,5,rogerstanimoto,eom,3,0.10529005877843087
1316,1316,20,12,15,5,sokalsneath,eom,3,0.10529005877843087
406,406,20,12,10,5,rogerstanimoto,leaf,3,0.10529005877843087
849,849,20,12,10,5,sokalsneath,eom,3,0.10529005877843087
774,774,20,12,10,5,rogerstanimoto,eom,3,0.10529005877843087
1178,1178,20,12,10,5,rogerstanimoto,leaf,3,0.10529005877843087
1404,1404,20,12,10,5,sokalsneath,leaf,3,0.10529005877843087
209,209,20,12,5,5,sokalsneath,leaf,3,0.10529005877843087
1233,1233,20,12,15,5,rogerstanimoto,leaf,3,0.10529005877843087
473,473,20,12,10,5,sokalsneath,eom,3,0.10529005877843087
447,447,20,12,15,5,sokalsneath,leaf,3,0.10529005877843087
1220,1220,20,12,8,5,rogerstanimoto,eom,3,0.10529005877843087
886,886,20,12,10,5,rogerstanimoto,eom,3,0.10529005877843087
984,984,20,12,10,5,rogerstanimoto,leaf,3,0.10529005877843087
31,31,20,12,10,5,rogerstanimoto,leaf,3,0.10529005877843087
752,752,20,12,8,5,sokalsneath,leaf,3,0.10529005877843087
410,410,10,12,5,1,rogerstanimoto,eom,3,0.12164579606440072
347,347,10,12,10,1,rogerstanimoto,eom,3,0.12164579606440072
574,574,10,12,10,1,sokalsneath,leaf,3,0.12164579606440072
959,959,10,12,10,1,rogerstanimoto,eom,3,0.12164579606440072
1430,1430,10,12,15,1,rogerstanimoto,leaf,3,0.12164579606440072
952,952,10,12,15,1,rogerstanimoto,leaf,3,0.12164579606440072
195,195,10,12,15,1,rogerstanimoto,eom,3,0.12164579606440072
1364,1364,10,12,15,1,sokalsneath,leaf,3,0.12164579606440072
212,212,10,12,5,1,rogerstanimoto,leaf,3,0.12164579606440072
20,20,10,12,8,1,sokalsneath,leaf,3,0.12164579606440072
655,655,10,12,10,1,rogerstanimoto,leaf,3,0.12164579606440072
545,545,10,12,15,1,sokalsneath,leaf,3,0.12164579606440072
944,944,10,12,15,1,rogerstanimoto,eom,3,0.12164579606440072
490,490,10,12,15,1,sokalsneath,leaf,3,0.12164579606440072
75,75,10,12,8,1,sokalsneath,leaf,3,0.12164579606440072
407,407,10,12,10,1,sokalsneath,eom,3,0.12164579606440072
688,688,10,12,10,1,rogerstanimoto,leaf,3,0.12164579606440072
250,250,10,12,8,1,rogerstanimoto,leaf,3,0.12164579606440072
753,753,10,12,5,1,sokalsneath,leaf,3,0.12164579606440072
931,931,10,12,15,1,sokalsneath,leaf,3,0.12164579606440072
183,183,10,12,10,1,sokalsneath,leaf,3,0.12164579606440072
168,168,15,8,15,5,rogerstanimoto,leaf,3,0.15231280347559417
173,173,15,8,10,5,sokalsneath,leaf,3,0.15231280347559417
1208,1208,15,8,15,5,sokalsneath,leaf,3,0.15231280347559417
742,742,15,8,10,5,sokalsneath,eom,3,0.15231280347559417
1235,1235,15,8,8,5,rogerstanimoto,leaf,3,0.15231280347559417
396,396,15,8,5,5,sokalsneath,eom,3,0.15231280347559417
802,802,15,8,8,5,rogerstanimoto,eom,3,0.15231280347559417
1200,1200,15,8,15,5,rogerstanimoto,eom,3,0.15231280347559417
110,110,15,8,8,5,sokalsneath,leaf,3,0.15231280347559417
932,932,15,8,8,5,sokalsneath,eom,3,0.15231280347559417
1290,1290,15,8,10,5,rogerstanimoto,eom,3,0.15231280347559417
487,487,15,8,5,5,rogerstanimoto,eom,3,0.15231280347559417
1261,1261,15,8,15,5,sokalsneath,eom,3,0.15231280347559417
764,764,15,8,8,5,rogerstanimoto,leaf,3,0.15231280347559417
1149,1149,15,8,15,5,sokalsneath,eom,3,0.15231280347559417
876,876,15,8,8,5,rogerstanimoto,eom,3,0.15231280347559417
523,523,15,8,8,5,sokalsneath,eom,3,0.15231280347559417
162,162,15,8,10,5,rogerstanimoto,leaf,3,0.15231280347559417
375,375,15,8,10,5,rogerstanimoto,eom,3,0.15231280347559417
425,425,15,8,5,5,rogerstanimoto,eom,3,0.15231280347559417
373,373,15,8,5,5,rogerstanimoto,leaf,3,0.15231280347559417
1169,1169,15,8,5,5,sokalsneath,eom,3,0.15231280347559417
558,558,15,8,8,5,rogerstanimoto,eom,3,0.15231280347559417
1135,1135,15,8,5,5,sokalsneath,leaf,3,0.15231280347559417
1479,1479,15,8,10,5,sokalsneath,leaf,3,0.15231280347559417
669,669,15,8,10,5,rogerstanimoto,eom,3,0.15231280347559417
1058,1058,15,8,8,5,sokalsneath,leaf,3,0.15231280347559417
147,147,15,8,10,5,sokalsneath,eom,3,0.15231280347559417
1358,1358,15,8,5,5,rogerstanimoto,eom,3,0.15231280347559417
230,230,15,8,15,5,rogerstanimoto,leaf,3,0.15231280347559417
695,695,15,8,8,5,rogerstanimoto,eom,3,0.15231280347559417
659,659,15,8,10,5,rogerstanimoto,eom,3,0.15231280347559417
928,928,15,8,8,5,rogerstanimoto,eom,3,0.15231280347559417
1092,1092,15,8,5,5,sokalsneath,eom,3,0.15231280347559417
240,240,15,8,10,5,sokalsneath,leaf,3,0.15231280347559417
141,141,15,8,10,5,sokalsneath,eom,3,0.15231280347559417
1324,1324,15,8,5,5,sokalsneath,leaf,3,0.15231280347559417
818,818,10,12,5,5,sokalsneath,eom,3,0.15435727063634042
1161,1161,10,12,10,5,sokalsneath,leaf,3,0.15435727063634042
789,789,10,12,10,5,rogerstanimoto,eom,3,0.15435727063634042
702,702,10,12,5,5,sokalsneath,leaf,3,0.15435727063634042
123,123,10,12,15,5,sokalsneath,eom,3,0.15435727063634042
13,13,10,12,15,5,sokalsneath,leaf,3,0.15435727063634042
1099,1099,10,12,15,5,sokalsneath,eom,3,0.15435727063634042
673,673,10,12,10,5,rogerstanimoto,leaf,3,0.15435727063634042
897,897,10,12,10,5,rogerstanimoto,eom,3,0.15435727063634042
595,595,10,12,10,5,rogerstanimoto,leaf,3,0.15435727063634042
541,541,10,12,10,5,rogerstanimoto,leaf,3,0.15435727063634042
539,539,10,12,10,5,rogerstanimoto,leaf,3,0.15435727063634042
374,374,10,12,10,5,sokalsneath,leaf,3,0.15435727063634042
1413,1413,10,12,8,5,rogerstanimoto,leaf,3,0.15435727063634042
1172,1172,10,12,15,5,rogerstanimoto,leaf,3,0.15435727063634042
1180,1180,10,12,10,5,sokalsneath,leaf,3,0.15435727063634042
503,503,10,12,10,5,sokalsneath,eom,3,0.15435727063634042
917,917,10,12,8,5,sokalsneath,leaf,3,0.15435727063634042
6,6,10,12,5,5,rogerstanimoto,leaf,3,0.15435727063634042
1104,1104,10,12,5,5,rogerstanimoto,leaf,3,0.15435727063634042
414,414,10,12,15,5,rogerstanimoto,eom,3,0.15435727063634042
142,142,10,12,8,5,sokalsneath,eom,3,0.15435727063634042
864,864,10,12,15,5,rogerstanimoto,eom,3,0.15435727063634042
103,103,10,12,10,5,sokalsneath,leaf,3,0.15435727063634042
805,805,10,12,8,5,sokalsneath,eom,3,0.15435727063634042
21,21,10,12,15,5,sokalsneath,eom,3,0.15435727063634042
452,452,10,12,8,5,rogerstanimoto,eom,3,0.15435727063634042
1115,1115,10,12,10,5,sokalsneath,eom,3,0.15435727063634042
32,32,10,12,15,5,rogerstanimoto,leaf,3,0.15435727063634042
1297,1297,10,12,5,5,sokalsneath,leaf,3,0.15435727063634042
1321,1321,10,12,10,5,rogerstanimoto,leaf,3,0.15435727063634042
298,298,10,12,8,5,sokalsneath,leaf,3,0.15435727063634042
1306,1306,10,12,8,5,sokalsneath,leaf,3,0.15435727063634042
627,627,10,12,5,5,rogerstanimoto,leaf,3,0.15435727063634042
1121,1121,10,12,15,5,sokalsneath,leaf,3,0.15435727063634042
323,323,10,12,15,5,sokalsneath,eom,3,0.15435727063634042
1084,1084,15,8,8,1,manhattan,eom,113,0.2542806031178124
883,883,15,8,8,1,manhattan,eom,113,0.2542806031178124
294,294,15,8,8,1,manhattan,eom,113,0.2542806031178124
134,134,15,8,8,1,manhattan,eom,113,0.2542806031178124
651,651,10,5,15,1,manhattan,eom,59,0.26961410682340914
435,435,10,5,15,1,manhattan,eom,59,0.26961410682340914
81,81,15,12,8,1,sokalsneath,eom,3,0.27344748274980835
157,157,15,12,15,1,rogerstanimoto,eom,3,0.27344748274980835
683,683,15,12,15,1,sokalsneath,leaf,3,0.27344748274980835
674,674,15,12,15,1,sokalsneath,eom,3,0.27344748274980835
612,612,15,12,5,1,rogerstanimoto,eom,3,0.27344748274980835
542,542,15,12,5,1,rogerstanimoto,leaf,3,0.27344748274980835
365,365,15,12,5,1,rogerstanimoto,leaf,3,0.27344748274980835
716,716,15,12,10,1,rogerstanimoto,leaf,3,0.27344748274980835
953,953,15,12,8,1,rogerstanimoto,leaf,3,0.27344748274980835
1062,1062,15,12,8,1,sokalsneath,eom,3,0.27344748274980835
1417,1417,15,12,5,1,sokalsneath,leaf,3,0.27344748274980835
1124,1124,15,12,10,1,rogerstanimoto,leaf,3,0.27344748274980835
101,101,15,12,5,1,rogerstanimoto,eom,3,0.27344748274980835
1107,1107,15,12,5,1,rogerstanimoto,leaf,3,0.27344748274980835
482,482,15,12,8,1,sokalsneath,leaf,3,0.27344748274980835
773,773,15,12,10,1,sokalsneath,leaf,3,0.27344748274980835
102,102,15,12,8,1,sokalsneath,leaf,3,0.27344748274980835
770,770,15,12,15,1,sokalsneath,eom,3,0.27344748274980835
122,122,15,12,10,1,rogerstanimoto,eom,3,0.27344748274980835
998,998,15,12,8,1,rogerstanimoto,leaf,3,0.27344748274980835
1280,1280,15,12,10,1,rogerstanimoto,eom,3,0.27344748274980835
939,939,15,12,15,1,sokalsneath,eom,3,0.27344748274980835
759,759,15,12,8,1,rogerstanimoto,leaf,3,0.27344748274980835
1150,1150,15,12,15,1,sokalsneath,eom,3,0.27344748274980835
1454,1454,15,12,5,1,rogerstanimoto,leaf,3,0.27344748274980835
1182,1182,15,12,15,1,rogerstanimoto,eom,3,0.27344748274980835
24,24,15,12,5,1,sokalsneath,eom,3,0.27344748274980835
781,781,15,12,8,1,sokalsneath,eom,3,0.27344748274980835
1059,1059,15,12,5,1,rogerstanimoto,leaf,3,0.27344748274980835
1422,1422,15,12,8,1,sokalsneath,eom,3,0.27344748274980835
1386,1386,15,12,8,1,sokalsneath,leaf,3,0.27344748274980835
420,420,15,12,8,1,sokalsneath,eom,3,0.27344748274980835
282,282,15,8,15,1,manhattan,eom,46,0.27549194991055453
682,682,15,8,15,1,manhattan,eom,46,0.27549194991055453
604,604,15,8,15,1,manhattan,eom,46,0.27549194991055453
1416,1416,15,8,10,1,manhattan,eom,80,0.28341426015844623
552,552,15,8,10,1,manhattan,eom,80,0.28341426015844623
1414,1414,15,8,10,1,manhattan,eom,80,0.28341426015844623
1139,1139,15,5,5,1,euclidean,eom,246,0.2854587273191924
386,386,15,5,5,1,euclidean,eom,246,0.2854587273191924
404,404,15,5,5,1,euclidean,eom,246,0.2854587273191924
632,632,15,5,5,1,euclidean,eom,246,0.2854587273191924
1143,1143,10,5,5,1,manhattan,eom,285,0.2869920776897521
836,836,10,5,5,1,manhattan,eom,285,0.2869920776897521
867,867,10,5,5,1,manhattan,eom,285,0.2869920776897521
198,198,10,12,8,1,euclidean,eom,142,0.2872476360848454
964,964,10,12,8,1,euclidean,eom,142,0.2872476360848454
611,611,10,12,8,1,euclidean,eom,142,0.2872476360848454
131,131,15,12,5,1,euclidean,eom,227,0.2882698696652185
626,626,15,12,5,1,euclidean,eom,227,0.2882698696652185
290,290,15,12,5,1,euclidean,eom,227,0.2882698696652185
139,139,10,8,5,1,manhattan,eom,276,0.2885254280603118
1314,1314,10,8,5,1,euclidean,eom,284,0.2892921032455916
221,221,10,12,5,1,euclidean,eom,263,0.2967032967032967
372,372,15,5,8,1,manhattan,eom,134,0.30309225658062866
943,943,15,8,5,1,manhattan,eom,249,0.30334781497572194
1347,1347,15,8,5,1,manhattan,eom,249,0.30334781497572194
573,573,20,12,5,1,euclidean,eom,234,0.3064145157168413
125,125,20,12,5,1,euclidean,eom,234,0.3064145157168413
1197,1197,20,5,5,1,euclidean,eom,239,0.30845898287758755
602,602,10,5,8,1,euclidean,eom,150,0.3097367748530539
1428,1428,10,5,8,1,euclidean,eom,150,0.3097367748530539
1305,1305,10,5,8,1,euclidean,eom,150,0.3097367748530539
691,691,15,5,5,1,manhattan,eom,250,0.3112701252236136
348,348,15,5,10,1,euclidean,eom,102,0.31280347559417326
788,788,15,5,10,1,euclidean,eom,102,0.31280347559417326
1033,1033,15,5,10,1,euclidean,eom,102,0.31280347559417326
211,211,20,8,5,1,euclidean,eom,231,0.3145923843598262
152,152,20,8,5,1,euclidean,eom,231,0.3145923843598262
322,322,20,8,5,1,euclidean,eom,231,0.3145923843598262
1334,1334,10,8,15,1,manhattan,eom,60,0.3148479427549195
1431,1431,10,8,15,1,manhattan,eom,60,0.3148479427549195
254,254,10,8,15,1,manhattan,eom,60,0.3148479427549195
567,567,10,5,8,1,manhattan,eom,150,0.3163812931254792
580,580,10,5,8,1,manhattan,eom,150,0.3163812931254792
1426,1426,10,5,8,1,manhattan,eom,150,0.3163812931254792
795,795,10,5,8,1,manhattan,eom,150,0.3163812931254792
1429,1429,10,8,10,1,sokalsneath,leaf,3,0.3191924354715052
639,639,10,8,15,1,sokalsneath,eom,3,0.3191924354715052
738,738,10,8,10,1,sokalsneath,leaf,3,0.3191924354715052
1387,1387,10,8,5,1,rogerstanimoto,eom,3,0.3191924354715052
443,443,10,8,5,1,rogerstanimoto,leaf,3,0.3191924354715052
295,295,10,8,5,1,sokalsneath,eom,3,0.3191924354715052
1407,1407,10,8,10,1,rogerstanimoto,eom,3,0.3191924354715052
