,run_id,n_neighbors,n_components,min_cluster_size,min_samples,metric,cluster_selection_method,label_count,cost
1254,1254,10,12,5,1,rogerstanimoto,leaf,3,0.3696303696303696
766,766,10,8,5,5,rogerstanimoto,eom,3,0.3696303696303696
1336,1336,10,8,10,5,sokalsneath,eom,3,0.3696303696303696
1010,1010,10,12,15,1,sokalsneath,eom,3,0.3696303696303696
1409,1409,10,8,8,5,rogerstanimoto,eom,3,0.3696303696303696
1331,1331,10,8,5,5,rogerstanimoto,eom,3,0.3696303696303696
270,270,10,8,8,5,rogerstanimoto,eom,3,0.3696303696303696
90,90,10,12,8,1,sokalsneath,leaf,3,0.3696303696303696
1028,1028,10,12,10,1,rogerstanimoto,eom,3,0.3696303696303696
1040,1040,10,8,15,5,sokalsneath,eom,3,0.3696303696303696
1066,1066,10,12,5,1,sokalsneath,eom,3,0.3696303696303696
694,694,10,8,15,5,sokalsneath,eom,3,0.3696303696303696
735,735,10,12,5,1,sokalsneath,eom,3,0.3696303696303696
321,321,10,8,8,5,sokalsneath,leaf,3,0.3696303696303696
113,113,10,8,8,5,sokalsneath,eom,3,0.3696303696303696
979,979,10,12,8,1,rogerstanimoto,eom,3,0.3696303696303696
1285,1285,10,12,5,1,sokalsneath,eom,3,0.3696303696303696
1286,1286,10,12,5,1,sokalsneath,eom,3,0.3696303696303696
1373,1373,10,12,5,1,sokalsneath,leaf,3,0.3696303696303696
1276,1276,10,8,10,5,sokalsneath,leaf,3,0.3696303696303696
876,876,10,8,10,5,rogerstanimoto,eom,3,0.3696303696303696
866,866,10,12,8,1,sokalsneath,eom,3,0.3696303696303696
1294,1294,10,12,10,1,rogerstanimoto,leaf,3,0.3696303696303696
904,904,10,8,5,5,sokalsneath,leaf,3,0.3696303696303696
143,143,10,12,10,1,sokalsneath,leaf,3,0.3696303696303696
190,190,10,12,15,1,sokalsneath,eom,3,0.3696303696303696
554,554,10,8,5,5,rogerstanimoto,leaf,3,0.3696303696303696
1343,1343,10,12,5,1,rogerstanimoto,leaf,3,0.3696303696303696
958,958,10,12,10,1,sokalsneath,eom,3,0.3696303696303696
204,204,10,12,10,1,sokalsneath,leaf,3,0.3696303696303696
789,789,10,12,15,1,sokalsneath,leaf,3,0.3696303696303696
785,785,10,8,15,5,sokalsneath,leaf,3,0.3696303696303696
604,604,10,12,8,1,rogerstanimoto,eom,3,0.3696303696303696
799,799,10,8,5,5,rogerstanimoto,leaf,3,0.3696303696303696
538,538,10,8,10,5,sokalsneath,eom,3,0.3696303696303696
239,239,10,12,5,1,rogerstanimoto,eom,3,0.3696303696303696
1088,1088,10,8,10,5,rogerstanimoto,leaf,3,0.3696303696303696
27,27,10,8,8,5,rogerstanimoto,leaf,3,0.3696303696303696
46,46,10,8,8,5,sokalsneath,leaf,3,0.3696303696303696
415,415,10,12,10,1,sokalsneath,eom,3,0.3696303696303696
1394,1394,10,8,15,5,sokalsneath,leaf,3,0.3696303696303696
1397,1397,10,12,15,1,rogerstanimoto,leaf,3,0.3696303696303696
1390,1390,10,8,15,5,sokalsneath,eom,3,0.3696303696303696
1144,1144,10,8,5,5,sokalsneath,leaf,3,0.3696303696303696
6,6,10,12,8,1,rogerstanimoto,leaf,3,0.3696303696303696
374,374,10,8,15,5,rogerstanimoto,leaf,3,0.3696303696303696
1402,1402,10,12,15,1,sokalsneath,leaf,3,0.3696303696303696
1081,1081,10,8,15,5,sokalsneath,eom,3,0.3696303696303696
1111,1111,10,8,8,5,sokalsneath,eom,3,0.3696303696303696
445,445,10,12,8,1,sokalsneath,eom,3,0.3696303696303696
1208,1208,10,8,15,5,rogerstanimoto,eom,3,0.3696303696303696
1201,1201,10,8,10,5,rogerstanimoto,eom,3,0.3696303696303696
313,313,10,5,5,5,rogerstanimoto,leaf,3,0.3708791208791209
943,943,10,5,8,5,rogerstanimoto,leaf,3,0.3708791208791209
142,142,20,8,5,5,sokalsneath,eom,3,0.3708791208791209
582,582,20,8,10,5,sokalsneath,leaf,3,0.3708791208791209
580,580,10,5,10,5,rogerstanimoto,leaf,3,0.3708791208791209
1122,1122,10,5,8,5,rogerstanimoto,eom,3,0.3708791208791209
305,305,10,5,10,5,sokalsneath,eom,3,0.3708791208791209
302,302,10,5,5,5,sokalsneath,leaf,3,0.3708791208791209
447,447,10,5,10,5,sokalsneath,leaf,3,0.3708791208791209
1357,1357,10,5,8,5,sokalsneath,eom,3,0.3708791208791209
868,868,10,5,8,5,rogerstanimoto,eom,3,0.3708791208791209
571,571,10,5,15,5,rogerstanimoto,leaf,3,0.3708791208791209
160,160,20,8,5,5,sokalsneath,eom,3,0.3708791208791209
1415,1415,20,8,5,5,sokalsneath,leaf,3,0.3708791208791209
802,802,10,5,8,5,rogerstanimoto,leaf,3,0.3708791208791209
176,176,10,5,10,5,rogerstanimoto,leaf,3,0.3708791208791209
1324,1324,20,8,10,5,rogerstanimoto,eom,3,0.3708791208791209
1214,1214,20,8,5,5,rogerstanimoto,eom,3,0.3708791208791209
237,237,20,8,15,5,rogerstanimoto,eom,3,0.3708791208791209
703,703,20,8,15,5,sokalsneath,eom,3,0.3708791208791209
1203,1203,20,8,15,5,rogerstanimoto,leaf,3,0.3708791208791209
716,716,10,5,8,5,sokalsneath,leaf,3,0.3708791208791209
717,717,20,8,8,5,rogerstanimoto,eom,3,0.3708791208791209
718,718,10,5,8,5,sokalsneath,eom,3,0.3708791208791209
1193,1193,10,5,8,5,rogerstanimoto,leaf,3,0.3708791208791209
1320,1320,20,8,5,5,sokalsneath,leaf,3,0.3708791208791209
261,261,20,8,8,5,sokalsneath,eom,3,0.3708791208791209
372,372,10,5,8,5,sokalsneath,eom,3,0.3708791208791209
370,370,20,8,8,5,rogerstanimoto,leaf,3,0.3708791208791209
643,643,10,5,10,5,sokalsneath,leaf,3,0.3708791208791209
776,776,10,5,15,5,rogerstanimoto,eom,3,0.3708791208791209
1179,1179,20,8,5,5,sokalsneath,leaf,3,0.3708791208791209
413,413,20,8,10,5,sokalsneath,eom,3,0.3708791208791209
1162,1162,10,5,5,5,rogerstanimoto,eom,3,0.3708791208791209
609,609,10,5,8,5,rogerstanimoto,leaf,3,0.3708791208791209
594,594,10,5,15,5,sokalsneath,eom,3,0.3708791208791209
1385,1385,10,5,10,5,sokalsneath,eom,3,0.3708791208791209
883,883,10,5,15,5,sokalsneath,leaf,3,0.3708791208791209
1063,1063,20,8,5,5,rogerstanimoto,leaf,3,0.3708791208791209
503,503,10,5,10,5,rogerstanimoto,eom,3,0.3708791208791209
478,478,10,5,10,5,rogerstanimoto,leaf,3,0.3708791208791209
1260,1260,10,5,15,5,rogerstanimoto,leaf,3,0.3708791208791209
1024,1024,20,8,5,5,rogerstanimoto,eom,3,0.3708791208791209
463,463,20,8,10,5,sokalsneath,eom,3,0.3708791208791209
319,319,10,5,5,5,rogerstanimoto,eom,3,0.3708791208791209
992,992,10,5,15,5,sokalsneath,leaf,3,0.3708791208791209
1064,1064,20,8,8,5,sokalsneath,leaf,3,0.3708791208791209
77,77,10,5,5,5,sokalsneath,eom,3,0.3708791208791209
1468,1468,10,5,5,5,sokalsneath,leaf,3,0.3708791208791209
1369,1369,20,8,15,5,rogerstanimoto,eom,3,0.3708791208791209
988,988,10,5,5,5,sokalsneath,eom,3,0.3708791208791209
1060,1060,10,5,8,5,rogerstanimoto,eom,3,0.3708791208791209
1261,1261,20,8,5,5,sokalsneath,leaf,3,0.3708791208791209
87,87,20,8,10,5,rogerstanimoto,leaf,3,0.3708791208791209
1313,1313,15,8,5,1,euclidean,leaf,283,0.3711288711288711
793,793,15,8,5,1,euclidean,leaf,283,0.3711288711288711
763,763,10,5,8,1,euclidean,leaf,167,0.3743756243756244
1437,1437,10,5,8,1,euclidean,leaf,167,0.3743756243756244
397,397,15,5,15,1,euclidean,eom,65,0.3756243756243756
411,411,15,8,15,3,euclidean,eom,41,0.3761238761238761
1252,1252,10,8,8,1,euclidean,leaf,172,0.37687312687312685
913,913,10,8,8,1,euclidean,leaf,172,0.37687312687312685
425,425,15,8,5,1,manhattan,leaf,284,0.3776223776223776
804,804,15,12,8,1,euclidean,leaf,155,0.3803696303696304
1291,1291,15,12,8,1,euclidean,leaf,155,0.3803696303696304
1242,1242,15,12,8,1,euclidean,leaf,155,0.3803696303696304
1264,1264,10,8,8,3,manhattan,eom,106,0.3826173826173826
771,771,10,8,8,3,manhattan,eom,106,0.3826173826173826
551,551,10,8,8,1,manhattan,leaf,166,0.38311688311688313
456,456,10,8,8,1,manhattan,leaf,166,0.38311688311688313
1142,1142,20,5,5,1,manhattan,leaf,273,0.3838661338661339
18,18,20,5,5,1,manhattan,leaf,273,0.3838661338661339
1072,1072,10,8,15,3,manhattan,eom,48,0.3841158841158841
316,316,10,5,8,1,manhattan,leaf,170,0.3841158841158841
1292,1292,10,8,15,3,manhattan,eom,48,0.3841158841158841
29,29,10,5,8,1,manhattan,leaf,170,0.3841158841158841
485,485,10,5,8,1,manhattan,leaf,170,0.3841158841158841
655,655,15,12,5,1,euclidean,leaf,281,0.38436563436563437
950,950,15,12,5,1,euclidean,leaf,281,0.38436563436563437
887,887,15,12,5,1,euclidean,leaf,281,0.38436563436563437
823,823,15,12,5,1,euclidean,leaf,281,0.38436563436563437
214,214,10,12,10,1,manhattan,leaf,127,0.38436563436563437
894,894,10,5,10,1,manhattan,leaf,126,0.38636363636363635
613,613,10,5,10,1,manhattan,leaf,126,0.38636363636363635
1493,1493,10,5,10,1,manhattan,leaf,126,0.38636363636363635
441,441,10,5,10,1,manhattan,leaf,126,0.38636363636363635
711,711,10,12,8,1,euclidean,leaf,172,0.3881118881118881
603,603,20,12,10,1,euclidean,eom,102,0.3886113886113886
1054,1054,20,12,10,1,euclidean,eom,102,0.3886113886113886
118,118,15,8,15,1,euclidean,eom,62,0.3886113886113886
324,324,15,8,15,1,euclidean,eom,62,0.3886113886113886
1112,1112,15,8,15,1,euclidean,eom,62,0.3886113886113886
970,970,10,5,10,1,euclidean,leaf,124,0.3888611388611389
858,858,10,5,10,1,euclidean,leaf,124,0.3888611388611389
1450,1450,15,12,5,3,manhattan,eom,146,0.39085914085914086
921,921,15,12,5,3,manhattan,eom,146,0.39085914085914086
257,257,10,12,5,3,euclidean,eom,177,0.39135864135864135
5,5,10,12,5,3,euclidean,eom,177,0.39135864135864135
762,762,10,12,5,3,euclidean,eom,177,0.39135864135864135
1265,1265,10,8,5,3,euclidean,eom,185,0.3921078921078921
1488,1488,10,8,5,3,euclidean,eom,185,0.3921078921078921
1392,1392,10,8,5,3,euclidean,eom,185,0.3921078921078921
1160,1160,10,8,5,3,manhattan,eom,179,0.39285714285714285
647,647,10,8,5,3,manhattan,eom,179,0.39285714285714285
547,547,10,5,10,3,euclidean,eom,84,0.3951048951048951
1239,1239,10,5,10,3,euclidean,eom,84,0.3951048951048951
428,428,10,5,10,3,euclidean,eom,84,0.3951048951048951
1121,1121,15,5,8,1,euclidean,leaf,166,0.3961038961038961
634,634,10,5,5,3,manhattan,eom,189,0.3971028971028971
689,689,10,5,5,3,manhattan,eom,189,0.3971028971028971
419,419,10,5,5,3,manhattan,eom,189,0.3971028971028971
1196,1196,15,5,10,1,manhattan,leaf,117,0.39760239760239763
692,692,15,5,10,1,manhattan,leaf,117,0.39760239760239763
358,358,20,8,5,1,manhattan,leaf,262,0.3983516483516483
1021,1021,10,5,15,3,manhattan,eom,56,0.3983516483516483
915,915,20,8,5,1,manhattan,leaf,262,0.3983516483516483
1173,1173,20,8,5,1,manhattan,leaf,262,0.3983516483516483
1346,1346,10,5,15,3,manhattan,eom,56,0.3983516483516483
1348,1348,10,5,15,3,manhattan,eom,56,0.3983516483516483
1129,1129,10,8,10,1,euclidean,leaf,130,0.3991008991008991
426,426,10,8,10,1,euclidean,leaf,130,0.3991008991008991
1485,1485,20,8,15,1,euclidean,eom,67,0.39935064935064934
1375,1375,20,8,15,1,euclidean,eom,67,0.39935064935064934
637,637,20,8,15,1,euclidean,eom,67,0.39935064935064934
611,611,10,5,8,3,euclidean,eom,115,0.3996003996003996
1480,1480,20,12,5,1,euclidean,leaf,270,0.4000999000999001
847,847,20,12,5,1,euclidean,leaf,270,0.4000999000999001
1372,1372,20,12,5,1,euclidean,leaf,270,0.4000999000999001
202,202,20,12,5,1,manhattan,leaf,271,0.40234765234765235
727,727,10,12,5,3,manhattan,eom,193,0.40234765234765235
34,34,20,12,5,1,manhattan,leaf,271,0.40234765234765235
349,349,10,12,5,3,manhattan,eom,193,0.40234765234765235
884,884,10,5,15,1,euclidean,leaf,79,0.40384615384615385
859,859,10,5,15,1,euclidean,leaf,79,0.40384615384615385
1119,1119,10,5,15,1,euclidean,leaf,79,0.40384615384615385
757,757,20,5,8,1,euclidean,leaf,155,0.40684315684315686
357,357,10,8,10,3,manhattan,eom,79,0.4078421578421578
1191,1191,10,8,10,3,manhattan,eom,79,0.4078421578421578
976,976,10,12,8,3,euclidean,eom,109,0.4080919080919081
529,529,10,12,8,3,euclidean,eom,109,0.4080919080919081
466,466,15,5,8,5,manhattan,eom,67,0.4085914085914086
244,244,10,8,5,1,sokalsneath,eom,3,0.40984015984015987
542,542,10,8,10,1,rogerstanimoto,leaf,3,0.40984015984015987
704,704,10,8,5,1,rogerstanimoto,leaf,3,0.40984015984015987
1197,1197,10,8,8,1,sokalsneath,eom,3,0.40984015984015987
1101,1101,10,8,8,1,sokalsneath,leaf,3,0.40984015984015987
230,230,10,8,5,1,rogerstanimoto,eom,3,0.40984015984015987
1406,1406,10,8,5,1,sokalsneath,leaf,3,0.40984015984015987
423,423,10,8,5,1,rogerstanimoto,eom,3,0.40984015984015987
600,600,10,8,8,1,rogerstanimoto,eom,3,0.40984015984015987
949,949,10,8,15,1,rogerstanimoto,leaf,3,0.40984015984015987
155,155,10,8,10,1,rogerstanimoto,eom,3,0.40984015984015987
628,628,10,8,15,1,sokalsneath,leaf,3,0.40984015984015987
219,219,10,8,5,1,sokalsneath,leaf,3,0.40984015984015987
788,788,10,8,8,1,rogerstanimoto,eom,3,0.40984015984015987
1107,1107,10,8,8,1,sokalsneath,eom,3,0.40984015984015987
1243,1243,10,8,10,1,sokalsneath,eom,3,0.40984015984015987
1309,1309,10,8,10,1,rogerstanimoto,eom,3,0.40984015984015987
650,650,10,8,8,1,rogerstanimoto,eom,3,0.40984015984015987
67,67,10,8,8,1,sokalsneath,leaf,3,0.40984015984015987
827,827,10,8,10,1,rogerstanimoto,eom,3,0.40984015984015987
79,79,10,8,8,1,sokalsneath,leaf,3,0.40984015984015987
1032,1032,10,8,5,1,sokalsneath,eom,3,0.40984015984015987
96,96,10,8,8,1,sokalsneath,leaf,3,0.40984015984015987
1486,1486,10,8,8,1,sokalsneath,eom,3,0.40984015984015987
82,82,10,8,15,1,sokalsneath,eom,3,0.40984015984015987
605,605,15,8,15,1,euclidean,leaf,67,0.4100899100899101
461,461,15,12,10,1,euclidean,leaf,128,0.4110889110889111
1497,1497,10,8,15,1,euclidean,leaf,77,0.4115884115884116
1067,1067,15,8,8,1,euclidean,leaf,156,0.41383616383616384
1405,1405,15,8,8,1,euclidean,leaf,156,0.41383616383616384
784,784,15,8,8,1,euclidean,leaf,156,0.41383616383616384
1216,1216,15,8,8,1,euclidean,leaf,156,0.41383616383616384
756,756,15,8,8,1,euclidean,leaf,156,0.41383616383616384
1083,1083,15,12,8,1,manhattan,leaf,159,0.4140859140859141
161,161,15,12,8,1,manhattan,leaf,159,0.4140859140859141
1368,1368,15,12,8,1,manhattan,leaf,159,0.4140859140859141
561,561,15,12,8,1,manhattan,leaf,159,0.4140859140859141
460,460,20,8,8,1,euclidean,leaf,154,0.4145854145854146
1198,1198,20,8,8,1,euclidean,leaf,154,0.4145854145854146
228,228,20,8,8,1,euclidean,leaf,154,0.4145854145854146
1218,1218,20,5,8,1,manhattan,leaf,143,0.41533466533466534
130,130,10,5,15,1,manhattan,leaf,79,0.4160839160839161
959,959,20,8,5,3,euclidean,eom,142,0.4163336663336663
530,530,20,8,5,3,euclidean,eom,142,0.4163336663336663
278,278,15,12,10,1,manhattan,leaf,125,0.41733266733266733
186,186,10,5,8,3,manhattan,eom,107,0.4175824175824176
1134,1134,10,5,8,3,manhattan,eom,107,0.4175824175824176
207,207,10,5,8,3,manhattan,eom,107,0.4175824175824176
336,336,10,12,10,3,euclidean,eom,88,0.4178321678321678
686,686,10,12,10,3,euclidean,eom,88,0.4178321678321678
344,344,10,12,10,3,euclidean,eom,88,0.4178321678321678
1433,1433,15,5,10,5,manhattan,eom,52,0.4195804195804196
606,606,10,8,8,3,euclidean,eom,111,0.41983016983016985
1155,1155,10,8,10,1,manhattan,leaf,128,0.4205794205794206
264,264,10,8,10,1,manhattan,leaf,128,0.4205794205794206
670,670,15,8,8,1,manhattan,leaf,153,0.4230769230769231
379,379,15,8,8,1,manhattan,leaf,153,0.4230769230769231
744,744,15,8,15,1,manhattan,leaf,73,0.42332667332667334
355,355,15,8,15,1,manhattan,leaf,73,0.42332667332667334
421,421,15,12,8,3,manhattan,eom,95,0.42332667332667334
1062,1062,15,12,8,3,manhattan,eom,95,0.42332667332667334
1384,1384,20,12,8,1,manhattan,leaf,142,0.4238261738261738
803,803,15,5,10,1,euclidean,leaf,123,0.4238261738261738
1052,1052,20,12,8,1,manhattan,leaf,142,0.4238261738261738
1359,1359,10,12,10,1,euclidean,leaf,130,0.4238261738261738
2,2,15,5,10,1,euclidean,leaf,123,0.4238261738261738
1145,1145,10,12,10,1,euclidean,leaf,130,0.4238261738261738
521,521,10,12,15,1,manhattan,leaf,76,0.4240759240759241
715,715,10,12,15,1,manhattan,leaf,76,0.4240759240759241
64,64,10,12,15,1,manhattan,leaf,76,0.4240759240759241
482,482,10,12,8,3,manhattan,eom,118,0.4273226773226773
854,854,10,12,8,3,manhattan,eom,118,0.4273226773226773
409,409,10,12,8,3,manhattan,eom,118,0.4273226773226773
837,837,20,12,5,3,manhattan,eom,147,0.42857142857142855
70,70,20,5,15,1,manhattan,leaf,71,0.4290709290709291
126,126,20,5,15,1,manhattan,leaf,71,0.4290709290709291
774,774,20,5,15,1,manhattan,leaf,71,0.4290709290709291
541,541,20,5,10,1,manhattan,leaf,109,0.4320679320679321
926,926,20,5,10,1,euclidean,leaf,127,0.4325674325674326
953,953,20,5,10,1,euclidean,leaf,127,0.4325674325674326
467,467,20,5,10,1,euclidean,leaf,127,0.4325674325674326
1236,1236,15,8,10,1,euclidean,leaf,116,0.43306693306693306
403,403,15,8,10,1,euclidean,leaf,116,0.43306693306693306
626,626,15,12,8,3,euclidean,eom,101,0.43306693306693306
475,475,15,12,8,3,euclidean,eom,101,0.43306693306693306
1051,1051,20,5,8,3,manhattan,eom,87,0.4340659340659341
589,589,15,12,10,3,manhattan,eom,76,0.4343156843156843
1223,1223,15,8,10,1,manhattan,leaf,112,0.43481518481518483
1364,1364,15,8,10,1,manhattan,leaf,112,0.43481518481518483
1339,1339,10,8,10,3,euclidean,eom,89,0.43481518481518483
1371,1371,10,8,10,3,euclidean,eom,89,0.43481518481518483
1002,1002,20,5,5,3,manhattan,eom,148,0.43506493506493504
909,909,20,8,10,1,manhattan,leaf,107,0.43506493506493504
1222,1222,20,5,5,3,manhattan,eom,148,0.43506493506493504
569,569,20,8,10,1,manhattan,leaf,107,0.43506493506493504
192,192,20,5,8,1,rogerstanimoto,leaf,3,0.43631368631368633
1229,1229,20,5,5,1,sokalsneath,eom,3,0.43631368631368633
340,340,20,5,5,1,sokalsneath,eom,3,0.43631368631368633
452,452,20,8,10,1,euclidean,leaf,120,0.43631368631368633
1048,1048,20,5,15,1,rogerstanimoto,leaf,3,0.43631368631368633
910,910,20,5,8,1,sokalsneath,eom,3,0.43631368631368633
578,578,20,5,8,1,sokalsneath,leaf,3,0.43631368631368633
656,656,20,5,15,1,rogerstanimoto,leaf,3,0.43631368631368633
1484,1484,20,8,10,1,euclidean,leaf,120,0.43631368631368633
1240,1240,20,5,5,1,rogerstanimoto,leaf,3,0.43631368631368633
183,183,20,5,15,1,rogerstanimoto,eom,3,0.43631368631368633
1436,1436,20,5,10,1,rogerstanimoto,leaf,3,0.43631368631368633
862,862,20,8,10,1,euclidean,leaf,120,0.43631368631368633
622,622,20,5,8,1,sokalsneath,eom,3,0.43631368631368633
187,187,20,5,15,1,sokalsneath,leaf,3,0.43631368631368633
468,468,20,5,15,1,rogerstanimoto,leaf,3,0.43631368631368633
947,947,20,5,15,1,rogerstanimoto,leaf,3,0.43631368631368633
1020,1020,20,5,10,1,sokalsneath,eom,3,0.43631368631368633
1174,1174,20,5,15,1,sokalsneath,eom,3,0.43631368631368633
1269,1269,20,5,8,1,rogerstanimoto,eom,3,0.43631368631368633
1464,1464,20,5,8,1,rogerstanimoto,leaf,3,0.43631368631368633
248,248,20,5,8,1,rogerstanimoto,eom,3,0.43631368631368633
730,730,20,5,8,1,rogerstanimoto,eom,3,0.43631368631368633
1319,1319,20,5,5,1,rogerstanimoto,leaf,3,0.43631368631368633
666,666,20,5,15,1,sokalsneath,eom,3,0.43631368631368633
1248,1248,20,5,15,1,sokalsneath,leaf,3,0.43631368631368633
702,702,20,5,15,1,sokalsneath,eom,3,0.43631368631368633
180,180,10,12,15,1,euclidean,leaf,71,0.4370629370629371
1393,1393,10,12,15,3,euclidean,eom,57,0.43756243756243757
1449,1449,15,5,15,1,manhattan,leaf,76,0.44005994005994004
1012,1012,15,5,8,3,euclidean,eom,106,0.4408091908091908
778,778,15,5,8,3,euclidean,eom,106,0.4408091908091908
1296,1296,15,5,8,3,euclidean,eom,106,0.4408091908091908
906,906,15,5,8,3,euclidean,eom,106,0.4408091908091908
1422,1422,15,5,8,3,euclidean,eom,106,0.4408091908091908
1262,1262,15,5,8,3,euclidean,eom,106,0.4408091908091908
339,339,10,12,15,3,manhattan,eom,56,0.4420579420579421
434,434,15,8,15,5,euclidean,eom,39,0.4435564435564436
1329,1329,20,12,15,1,manhattan,leaf,70,0.4438061938061938
612,612,20,12,15,1,manhattan,leaf,70,0.4438061938061938
1029,1029,15,8,5,3,manhattan,eom,149,0.4438061938061938
586,586,10,12,10,3,manhattan,eom,88,0.44455544455544455
914,914,10,12,10,3,manhattan,eom,88,0.44455544455544455
499,499,10,12,10,3,manhattan,eom,88,0.44455544455544455
895,895,10,12,10,3,manhattan,eom,88,0.44455544455544455
544,544,20,12,15,3,euclidean,eom,48,0.4453046953046953
1473,1473,20,12,15,3,euclidean,eom,48,0.4453046953046953
871,871,15,5,15,1,euclidean,leaf,75,0.44555444555444557
1232,1232,15,5,15,1,euclidean,leaf,75,0.44555444555444557
488,488,20,5,5,3,euclidean,eom,162,0.4458041958041958
494,494,20,5,5,3,euclidean,eom,162,0.4458041958041958
171,171,20,5,5,3,euclidean,eom,162,0.4458041958041958
168,168,20,5,5,3,euclidean,eom,162,0.4458041958041958
543,543,15,8,8,3,manhattan,eom,94,0.44605394605394605
563,563,15,8,8,3,manhattan,eom,94,0.44605394605394605
1151,1151,15,8,8,3,manhattan,eom,94,0.44605394605394605
996,996,20,8,15,3,euclidean,eom,51,0.44655344655344653
1186,1186,20,8,15,3,euclidean,eom,51,0.44655344655344653
610,610,20,8,15,3,euclidean,eom,51,0.44655344655344653
1474,1474,15,8,5,3,euclidean,eom,159,0.44755244755244755
1287,1287,15,8,5,3,euclidean,eom,159,0.44755244755244755
414,414,15,8,5,3,euclidean,eom,159,0.44755244755244755
614,614,20,8,8,1,manhattan,leaf,146,0.4478021978021978
1350,1350,20,8,8,1,manhattan,leaf,146,0.4478021978021978
777,777,20,8,8,1,manhattan,leaf,146,0.4478021978021978
1141,1141,20,8,8,1,manhattan,leaf,146,0.4478021978021978
1135,1135,20,8,8,1,manhattan,leaf,146,0.4478021978021978
1454,1454,20,8,8,3,manhattan,eom,86,0.44905094905094906
918,918,15,5,15,3,manhattan,eom,48,0.4493006993006993
1355,1355,20,5,10,3,manhattan,eom,69,0.4512987012987013
728,728,20,5,10,3,manhattan,eom,69,0.4512987012987013
471,471,20,5,10,3,manhattan,eom,69,0.4512987012987013
1460,1460,20,8,10,3,manhattan,eom,66,0.4517982017982018
1241,1241,20,5,8,3,euclidean,eom,92,0.4522977022977023
1180,1180,15,8,10,5,euclidean,eom,54,0.45254745254745254
526,526,15,8,10,3,manhattan,eom,70,0.45354645354645357
751,751,15,12,15,3,manhattan,eom,54,0.45404595404595405
443,443,15,12,10,3,euclidean,eom,81,0.45404595404595405
991,991,20,12,10,1,manhattan,leaf,108,0.45404595404595405
997,997,20,12,10,1,manhattan,leaf,108,0.45404595404595405
212,212,15,12,15,3,manhattan,eom,54,0.45404595404595405
768,768,10,8,5,5,manhattan,eom,115,0.45454545454545453
1298,1298,20,5,10,3,euclidean,eom,77,0.4552947052947053
351,351,10,5,10,5,manhattan,eom,71,0.45604395604395603
382,382,10,5,10,5,manhattan,eom,71,0.45604395604395603
33,33,10,8,8,5,manhattan,eom,85,0.45604395604395603
217,217,10,5,5,3,euclidean,leaf,224,0.45604395604395603
266,266,15,8,10,3,euclidean,eom,67,0.45754245754245754
9,9,15,8,10,3,euclidean,eom,67,0.45754245754245754
601,601,20,8,15,1,euclidean,leaf,75,0.45879120879120877
851,851,20,8,15,1,euclidean,leaf,75,0.45879120879120877
524,524,10,8,10,5,manhattan,eom,66,0.46003996003996006
1114,1114,20,8,15,1,manhattan,leaf,71,0.46153846153846156
1354,1354,20,8,15,1,manhattan,leaf,71,0.46153846153846156
74,74,20,12,5,3,euclidean,eom,154,0.46203796203796205
956,956,15,12,15,5,euclidean,eom,42,0.46203796203796205
574,574,20,12,5,3,euclidean,eom,154,0.46203796203796205
386,386,20,12,8,3,euclidean,eom,90,0.4645354645354645
798,798,20,12,8,3,euclidean,eom,90,0.4645354645354645
283,283,15,8,8,5,euclidean,eom,74,0.46528471528471527
196,196,15,8,8,3,euclidean,eom,91,0.4662837162837163
786,786,15,8,8,3,euclidean,eom,91,0.4662837162837163
195,195,15,8,8,3,euclidean,eom,91,0.4662837162837163
147,147,10,8,5,3,euclidean,leaf,215,0.4677822177822178
221,221,15,8,15,5,manhattan,eom,40,0.46853146853146854
43,43,10,12,5,5,manhattan,eom,121,0.469030969030969
1407,1407,10,12,5,5,manhattan,eom,121,0.469030969030969
516,516,10,5,8,5,euclidean,eom,92,0.4692807192807193
1076,1076,10,5,8,5,euclidean,eom,92,0.4692807192807193
315,315,10,5,8,5,euclidean,eom,92,0.4692807192807193
741,741,20,5,5,5,euclidean,eom,95,0.4695304695304695
1483,1483,20,5,5,5,euclidean,eom,95,0.4695304695304695
1413,1413,10,5,8,5,manhattan,eom,86,0.4697802197802198
721,721,10,5,8,5,manhattan,eom,86,0.4697802197802198
1245,1245,20,5,8,5,sokalsneath,eom,3,0.47027972027972026
309,309,20,5,8,5,rogerstanimoto,eom,3,0.47027972027972026
223,223,20,5,5,5,sokalsneath,leaf,3,0.47027972027972026
1133,1133,20,5,15,5,rogerstanimoto,eom,3,0.47027972027972026
188,188,20,5,8,5,sokalsneath,eom,3,0.47027972027972026
512,512,20,5,5,5,sokalsneath,leaf,3,0.47027972027972026
767,767,20,5,5,5,sokalsneath,leaf,3,0.47027972027972026
917,917,20,5,15,5,rogerstanimoto,eom,3,0.47027972027972026
754,754,20,5,15,5,rogerstanimoto,leaf,3,0.47027972027972026
911,911,20,5,10,5,sokalsneath,eom,3,0.47027972027972026
878,878,20,5,8,5,rogerstanimoto,eom,3,0.47027972027972026
1404,1404,10,12,5,3,manhattan,leaf,215,0.47027972027972026
304,304,20,5,5,5,sokalsneath,leaf,3,0.47027972027972026
71,71,20,5,10,5,rogerstanimoto,leaf,3,0.47027972027972026
747,747,20,5,5,5,sokalsneath,eom,3,0.47027972027972026
1039,1039,20,5,10,5,sokalsneath,eom,3,0.47027972027972026
